,EUR,GBP,INR,AUD,CAD,SGD,CHF,MYR,JPY,CNY,ARS,BHD,BWP,BRL,BND,BGN,CLP,COP,HRK,CZK,DKK,HKD,HUF,ISK,IDR,IRR,ILS,KZT,KRW,KWD,LYD,MUR,MXN,NPR,NZD,NOK,OMR,PKR,PHP,PLN,QAR,RON,RUB,SAR,ZAR,LKR,SEK,TWD,THB,TTD,TRY,AED,VEF
2018-06-01,0.856286,0.748725,66.977766,1.322295,1.294918,1.337946,0.986741,3.98687,109.497897,6.420446,24.972053,0.376,10.001532,3.757678,1.337946,1.674751,632.668704,2867.380598,6.323185,22.099648,6.373782,7.845911,274.080841,104.525531,13845.292373,42161.312259,3.556475,331.041001,1072.149686,0.302464,1.368518,34.451124,19.866052,107.66676,1.431638,8.167915,0.3845,115.588272,52.481928,3.686636,3.64,3.98344,62.097991,3.75,12.645695,158.642778,8.822556,29.844513,32.045692,6.721705,4.600807,3.6725,9.9875
2018-05-31,0.856541,0.752342,67.428958,1.320767,1.296635,1.338633,0.984257,3.990468,108.743765,6.410647,24.959727,0.376,9.954979,3.726326,1.338633,1.675248,631.972015,2885.930796,6.331068,22.110932,6.375722,7.844102,273.858994,104.602431,13909.4712,42174.945537,3.565899,329.485122,1080.528745,0.302735,1.363485,34.78815,19.996045,108.39205,1.427442,8.183828,0.3845,115.776302,52.622871,3.698024,3.64,3.991722,62.382239,3.75,12.682413,158.258612,8.821526,29.999327,32.058392,6.709974,4.534211,3.6725,9.9875
2018-05-30,0.857362,0.752133,67.462231,1.320601,1.284916,1.338954,0.989825,3.986425,109.027072,6.418981,24.909196,0.376,9.964976,3.743286,1.338954,1.676855,627.535128,2876.967603,6.334526,22.161344,6.382526,7.848006,274.152952,105.379074,13942.526842,42162.484511,3.571498,329.614903,1078.888218,0.302438,1.360705,34.82017,19.70393,108.445537,1.430404,8.173722,0.3845,115.747773,52.512015,3.69902,3.64,3.987938,62.161159,3.75,12.52021,158.087064,8.803435,29.984912,32.026945,6.722041,4.469072,3.6725,9.9875
2018-05-29,0.865847,0.754511,67.809834,1.331252,1.30233,1.346842,0.992697,3.99123,108.619375,6.417477,24.941598,0.376,9.945746,3.72879,1.346842,1.69345,627.593646,2890.041135,6.397533,22.435626,6.443885,7.845685,277.371077,106.4248,14038.497208,42116.055305,3.589629,329.905867,1083.090029,0.302591,1.360682,34.575984,19.73884,109.004309,1.446422,8.287459,0.3845,115.693968,52.695114,3.736378,3.64,4.018433,62.694008,3.75,12.633606,157.99048,8.955415,30.111377,32.081755,6.727394,4.538644,3.6725,9.9875
2018-05-28,0.859916,0.751384,67.411373,1.325135,1.301778,1.342575,0.993215,3.982665,109.350762,6.399136,24.678504,0.376,9.918504,3.709894,1.342575,1.681849,623.455583,2879.739167,6.35939,22.138148,6.40513,7.845848,273.922199,105.76769,13999.704726,42113.407089,3.574431,329.823092,1074.520467,0.302347,1.364426,34.526526,19.592008,108.363782,1.440858,8.197653,0.3845,115.761773,52.579506,3.698137,3.64,3.987452,62.395081,3.75,12.467541,157.949944,8.811735,29.956629,31.982247,6.730223,4.578699,3.6725,9.9875
2018-05-27,0.857573,0.75197,67.75521,1.322817,1.297169,1.341651,0.989161,3.981493,109.449109,6.389798,24.590085,0.376,9.920619,3.660268,1.341651,1.677267,624.76001,2879.335312,6.3303,22.082678,6.394197,7.844903,274.060658,106.25,14120.497856,42114.990458,3.5624,328.054993,1076.993687,0.3031,1.3628,35.190001,19.550003,108.9165,1.445401,8.171005,0.3845,115.449953,52.614845,3.702131,3.64,3.971996,62.220001,3.75,12.488261,158.050019,8.764608,29.978035,31.93449,6.762,4.708002,3.6725,9.9875
2018-05-26,0.857626,0.75174,67.755136,1.32313,1.296955,1.341664,0.989159,3.981496,109.434975,6.39003,24.581501,0.376,9.9206,3.651902,1.341664,1.67737,624.76001,2875.400267,6.3313,22.082677,6.394197,7.84521,274.067771,106.25,14120.498646,42114.993898,3.5624,328.054995,1076.995959,0.3031,1.3628,35.189999,19.548116,108.916381,1.445398,8.171405,0.3845,115.449997,52.61492,3.702109,3.64,3.972,62.220001,3.75,12.493365,158.050008,8.765479,29.978023,31.934673,6.762,4.708001,3.6725,9.9875
2018-05-25,0.856949,0.750617,67.75926,1.322754,1.296868,1.340871,0.991058,3.977386,109.350027,6.391747,24.610307,0.376,9.92846,3.657819,1.340871,1.676046,625.281764,2889.94855,6.335907,22.022497,6.382666,7.845988,273.701194,106.105286,14035.856188,42090.230981,3.557025,328.846371,1077.1077,0.302398,1.360182,34.803384,19.541908,108.92301,1.444465,8.145924,0.3845,115.553595,52.624834,3.693501,3.64,3.965487,62.123925,3.75,12.458372,158.040036,8.743079,29.956887,31.917372,6.73747,4.706426,3.6725,9.9875
2018-05-24,0.852621,0.747349,68.349659,1.321795,1.291,1.340039,0.99169,3.98027,109.250091,6.377895,24.622184,0.376,9.91333,3.643582,1.340039,1.667581,625.300734,2869.099747,6.305142,21.988112,6.35156,7.847721,272.703714,105.572524,14146.993537,42087.995251,3.568666,326.044081,1083.333118,0.302233,1.361011,34.603698,19.721983,109.872077,1.445801,8.087929,0.3845,115.657796,52.550627,3.680368,3.64,3.948022,61.538601,3.75,12.44564,158.000065,8.754852,29.976904,32.019936,6.746118,4.753864,3.6725,9.9875
2018-05-23,0.85516,0.749675,68.379051,1.32719,1.288687,1.345242,0.99536,3.982564,110.06524,6.388579,24.480172,0.376,9.975076,3.641975,1.345242,1.672549,625.318477,2865.156478,6.322433,22.09715,6.370318,7.849826,272.959572,105.86322,14196.201703,42091.505318,3.572753,326.366836,1079.554394,0.302466,1.360496,34.564673,19.781468,109.919325,1.450432,8.108596,0.3845,115.263303,52.534198,3.684863,3.64,3.950423,61.562004,3.75,12.536214,157.856216,8.768531,29.999321,32.151352,6.721513,4.850514,3.6725,9.9875
2018-05-22,0.848639,0.743773,68.039539,1.316907,1.277706,1.337884,0.992435,3.967704,110.932946,6.36728,24.359121,0.376,9.945049,3.642823,1.337884,1.659793,625.824546,2849.289718,6.264183,21.809663,6.320319,7.849361,269.811833,104.885618,14130.029723,42058.682072,3.560831,326.63034,1074.271155,0.302402,1.361237,34.493409,19.725643,109.373559,1.441047,8.036814,0.3845,115.349468,52.241927,3.634211,3.64,3.926762,61.091671,3.75,12.540203,157.907368,8.672775,29.871924,31.99136,6.745016,4.64177,3.6725,9.9875
2018-05-21,0.849932,0.745468,68.110188,1.322148,1.283547,1.342908,0.997914,3.980174,111.108092,6.383145,24.251287,0.376,10.05927,3.712501,1.342908,1.662323,637.053327,2898.296438,6.277644,21.867958,6.329415,7.849405,270.875812,104.898253,14172.433892,42074.596216,3.577977,329.2514,1080.108935,0.302737,1.360427,34.549669,19.892135,109.487127,1.443606,8.075322,0.3845,115.760557,52.343076,3.652115,3.64,3.92982,61.660691,3.75,12.715914,157.800513,8.702974,29.987937,32.179422,6.674168,4.576194,3.6725,9.9875
2018-05-20,0.849242,0.742608,68.014898,1.331424,1.28788,1.342388,0.997867,3.9725,110.788783,6.375619,24.402429,0.376,9.9305,3.738298,1.342388,1.660973,635.750042,2922.000002,6.2805,21.784131,6.32699,7.848773,270.203086,104.739998,14154.999822,42025.000158,3.5935,328.684998,1080.570073,0.3027,1.3581,35.0,19.9555,109.333948,1.448387,8.116547,0.3845,115.61,52.304999,3.654915,3.64,3.935549,62.322897,3.75,12.783301,157.75,8.753599,29.979001,32.205002,6.7637,4.4962,3.6725,9.9875
2018-05-19,0.849259,0.742574,68.012723,1.331228,1.28835,1.342473,0.997848,3.972597,110.782248,6.377254,24.4025,0.376,9.930498,3.738219,1.342473,1.661007,635.75,2922.001839,6.2805,21.782189,6.326684,7.849055,270.184322,104.739998,14154.855481,42025.12819,3.593501,328.684998,1080.672975,0.3027,1.3581,35.000106,19.951845,109.330452,1.448391,8.116763,0.3845,115.609999,52.304993,3.654917,3.64,3.93555,62.322899,3.75,12.777,157.750724,8.753383,29.979001,32.205003,6.7637,4.4962,3.6725,9.9875
2018-05-18,0.849186,0.742075,68.034039,1.331048,1.288433,1.343001,0.997048,3.972752,110.725919,6.378318,24.556246,0.376,9.932404,3.74584,1.343001,1.660863,637.305542,2918.815601,6.271601,21.803859,6.32371,7.850452,270.30626,104.794807,14155.995501,42006.891788,3.591444,328.814325,1081.756302,0.302157,1.356429,34.633967,19.936185,109.364717,1.446708,8.110985,0.3845,115.736491,52.327972,3.649681,3.64,3.932909,62.411288,3.75,12.725431,157.75871,8.748766,29.958846,32.189908,6.724962,4.495805,3.6725,9.9875
2018-05-17,0.847711,0.740368,67.811912,1.331895,1.28139,1.342439,1.001502,3.969856,110.789785,6.367319,24.33425,0.376,9.92106,3.700404,1.342439,1.657979,631.851905,2884.133862,6.260037,21.713634,6.313523,7.850157,269.092589,104.292876,14064.880121,42010.258571,3.591447,327.851052,1083.112559,0.302192,1.355728,34.372676,19.734773,109.007648,1.454271,8.124696,0.3845,115.593917,52.291536,3.645094,3.64,3.929745,61.956872,3.75,12.583708,157.814997,8.747075,29.93463,32.113688,6.729875,4.462402,3.6725,9.9875
2018-05-16,0.848463,0.741848,67.768337,1.332779,1.282798,1.341437,1.000579,3.967637,110.225281,6.371696,24.060415,0.376,9.939802,3.682292,1.341437,1.65945,631.191569,2868.620455,6.264292,21.674137,6.319602,7.849789,268.288023,104.540556,14045.383635,42025.028326,3.591093,328.997097,1077.497473,0.302701,1.357299,34.570108,19.734775,108.937601,1.450638,8.115527,0.3845,115.607861,52.220689,3.631529,3.64,3.932,61.888097,3.75,12.446442,158.150712,8.719482,29.893422,32.075408,6.752454,4.421464,3.6725,9.9875
2018-05-15,0.842852,0.740175,68.249038,1.337356,1.286798,1.343001,0.999823,3.956518,110.240332,6.377271,24.821472,0.376,9.8522,3.666629,1.343001,1.648475,630.641881,2882.046995,6.22257,21.541324,6.277386,7.849782,267.007804,102.849975,14037.090165,42025.336559,3.594334,328.18789,1076.408976,0.302507,1.352912,34.850235,19.717212,109.710329,1.454152,8.094856,0.3845,115.59649,52.535143,3.620719,3.64,3.908327,62.40048,3.75,12.554553,158.100056,8.665019,29.922084,32.129635,6.674669,4.448528,3.6725,9.9875
2018-05-14,0.834923,0.735563,67.555761,1.32392,1.27616,1.332799,0.997525,3.950499,109.531613,6.338212,24.655689,0.376,9.7943,3.622929,1.332799,1.632968,623.885701,2833.110856,6.166727,21.282659,6.219998,7.849567,263.390467,102.000002,13970.85855,42026.339223,3.581476,328.044061,1068.939143,0.30201,1.350045,34.524884,19.507357,108.595886,1.441784,7.990628,0.3845,115.374496,52.504926,3.561785,3.64,3.861839,61.723482,3.75,12.266937,158.024994,8.601165,29.809404,31.838205,6.745491,4.320266,3.6725,9.9875
2018-05-13,0.83715,0.738455,67.413995,1.3256,1.279557,1.336249,1.000018,3.950501,109.404954,6.333702,23.01,0.376,9.8232,3.599151,1.336249,1.637323,618.400024,2837.199953,6.1751,21.342998,6.239499,7.8488,265.208194,102.300003,13950.001055,42025.000753,3.5757,326.984985,1067.000279,0.3021,1.355,34.799999,19.433003,108.367996,1.4352,8.0005,0.3845,115.449997,52.404999,3.574,3.64,3.881102,61.912002,3.75,12.254901,157.864992,8.595016,29.787994,31.914976,6.6745,4.3145,3.6725,9.9875
2018-05-12,0.837191,0.738438,67.413805,1.32562,1.279516,1.336232,1.000118,3.950521,109.403417,6.334342,23.00985,0.376,9.823193,3.599402,1.336232,1.637403,618.400024,2837.200606,6.1751,21.342952,6.238962,7.848796,264.771584,102.300003,13950.029983,42025.021402,3.575698,326.984985,1067.009901,0.3021,1.355,34.799981,19.433139,108.367692,1.435201,8.000506,0.3845,115.449862,52.405246,3.573999,3.64,3.881156,61.911996,3.75,12.254903,157.86451,8.595456,29.787794,31.914105,6.6745,4.314497,3.6725,9.9875
2018-05-11,0.836887,0.737689,67.412647,1.32581,1.278468,1.335515,0.999919,3.950579,109.290058,6.334294,23.408128,0.376,9.8232,3.589142,1.335515,1.63681,619.955948,2837.517121,6.175109,21.345018,6.235068,7.84962,263.796456,102.470002,13950.093157,42024.696775,3.568547,326.987285,1067.492528,0.302107,1.355001,34.800102,19.373623,108.36583,1.435242,7.998449,0.3845,115.611755,52.481746,3.568875,3.64,3.87849,61.856383,3.75,12.270616,157.864992,8.594842,29.799275,31.894128,6.673965,4.298296,3.6725,9.9875
2018-05-10,0.840715,0.74159,67.146458,1.330736,1.278595,1.339531,1.003704,3.950502,109.540415,6.346035,22.61476,0.376,9.9701,3.555127,1.339531,1.644296,625.138221,2822.195188,6.211315,21.419585,6.262925,7.849529,264.319189,103.209999,14079.496079,42032.67052,3.566637,326.984795,1065.263647,0.302494,1.354999,35.01976,19.31448,107.937931,1.439868,8.023147,0.3845,115.594916,52.060027,3.568571,3.64,3.901867,61.77138,3.75,12.342888,157.800003,8.665502,29.776836,31.972814,6.674489,4.25045,3.6725,9.9875
2018-05-09,0.843677,0.737096,67.317481,1.34092,1.285064,1.34385,1.004137,4.0365,109.675108,6.362875,22.619794,0.376,9.967387,3.596299,1.34385,1.650089,632.762275,2855.876675,6.235532,21.582703,6.284091,7.849737,266.147818,103.257954,14073.14112,42023.027295,3.588783,329.604306,1079.213794,0.302405,1.356345,34.862957,19.515401,108.212851,1.431415,8.083867,0.3845,115.788809,51.948632,3.599411,3.64,3.918409,63.008446,3.75,12.587339,158.000064,8.705746,29.9457,32.082905,6.674237,4.290223,3.6725,9.9875
2018-05-08,0.842943,0.73951,67.11431,1.343076,1.296519,1.340487,1.001523,3.977814,109.170403,6.370486,22.614988,0.376,9.891673,3.586966,1.340487,1.648653,637.210423,2866.324803,6.230206,21.57083,6.278192,7.849086,265.708644,102.962327,14068.066594,42025.497387,3.606788,329.497659,1079.055777,0.302589,1.350073,34.950197,19.613267,107.886254,1.436229,8.140098,0.3845,115.600836,51.939773,3.614102,3.64,3.920578,63.440839,3.75,12.628,157.600155,8.813925,29.822884,31.955299,6.654644,4.311053,3.6725,9.9875
2018-05-07,0.838446,0.737177,67.166861,1.328786,1.285224,1.335114,1.002391,3.946613,109.161813,6.367185,21.868796,0.376,9.900942,3.554248,1.335114,1.639859,629.369414,2816.918338,6.206379,21.402775,6.246997,7.849872,263.723215,102.137701,14024.90058,42024.80111,3.608649,329.503818,1080.383299,0.302014,1.344939,34.826136,19.450728,107.970728,1.423233,8.050178,0.3845,115.46366,51.899162,3.572917,3.64,3.904912,62.710909,3.75,12.537344,157.528948,8.82032,29.838286,31.85769,6.654644,4.263458,3.6725,9.9875
2018-05-06,0.835742,0.739122,66.829631,1.326407,1.284481,1.333464,0.99987,3.941561,109.116893,6.3593,21.835533,0.376,9.930497,3.529287,1.333464,1.63457,622.25,2820.62703,6.2075,21.288936,6.227712,7.848506,262.209255,101.650002,13939.703194,42025.243933,3.613215,329.484985,1073.053095,0.302151,1.349774,34.700205,19.257229,107.428632,1.424501,8.055221,0.3845,115.597527,51.660341,3.553853,3.64,3.896123,62.506699,3.75,12.484894,157.726436,8.805242,29.715566,31.7787,6.7417,4.222988,3.6725,9.9875
2018-05-05,0.835658,0.739497,66.833935,1.32641,1.284814,1.333343,1.000095,3.941501,109.11653,6.358246,21.825625,0.376,9.9305,3.530801,1.333343,1.634405,622.25,2819.399917,6.2075,21.290702,6.22831,7.848859,262.225306,101.650002,13939.995631,42025.003591,3.6132,329.484985,1073.109984,0.3021,1.3497,34.700005,19.264513,107.435551,1.424494,8.054859,0.3845,115.599953,51.664916,3.552875,3.64,3.89664,62.50601,3.75,12.489923,157.725006,8.801437,29.71598,31.765221,6.7417,4.223,3.6725,9.9875
2018-05-04,0.837003,0.738851,66.819398,1.327638,1.285096,1.333724,1.000504,3.937339,109.173291,6.361659,21.802298,0.376,9.9305,3.522718,1.333724,1.637036,621.575655,2836.747319,6.203047,21.353399,6.235779,7.849288,262.477382,101.799084,13944.448979,42023.438089,3.6154,329.467413,1076.725969,0.302087,1.349784,34.570926,19.19779,107.412182,1.425322,8.05744,0.3845,115.596438,51.73775,3.549359,3.64,3.899498,62.841009,3.75,12.524665,157.712885,8.803169,29.744703,31.753002,6.654144,4.239218,3.6725,9.9875
2018-05-03,0.835568,0.737046,66.739985,1.331221,1.287817,1.333011,0.997973,3.940101,109.067478,6.353721,21.740797,0.376,9.91086,3.551116,1.333011,1.634228,621.015363,2857.421691,6.194685,21.317458,6.224797,7.849575,262.588339,102.121783,13953.417203,42023.046735,3.620892,329.883628,1079.013806,0.301416,1.349768,34.787181,19.116272,107.284525,1.423056,8.066287,0.3845,115.597729,51.754809,3.567464,3.64,3.90009,63.476184,3.75,12.677116,157.84162,8.844285,29.751857,31.674131,6.678248,4.230104,3.6725,9.9875
2018-05-02,0.83572,0.73501,66.765566,1.333602,1.285185,1.335477,0.997661,3.939497,109.921991,6.362507,20.998554,0.376,9.911015,3.542043,1.335477,1.634527,618.140459,2825.439299,6.194344,21.367556,6.225047,7.849393,262.836967,102.111871,13963.573131,42023.565887,3.624779,330.591361,1076.794297,0.301557,1.348901,34.713933,19.08859,107.325648,1.427985,8.119175,0.3845,115.742397,51.909304,3.568494,3.64,3.897117,63.888338,3.75,12.662548,157.550648,8.900274,29.771467,31.746222,6.674615,4.167173,3.6725,9.9875
2018-05-01,0.833451,0.734708,66.77784,1.335445,1.287336,1.3327,0.995575,3.953131,109.702339,6.348323,20.514478,0.376,9.775198,3.507344,1.3327,1.630088,615.407065,2811.950289,6.175237,21.400407,6.209651,7.848837,261.459166,101.780045,13966.07736,42025.145567,3.606574,327.425604,1073.200769,0.301893,1.342376,34.5042,18.83363,107.345377,1.427255,8.083426,0.3845,115.851124,51.848325,3.556771,3.64,3.885377,63.365607,3.75,12.621934,158.083977,8.840819,29.697347,31.684847,6.745095,4.100191,3.6725,9.9875
2018-04-30,0.828071,0.727108,66.479821,1.325506,1.281749,1.324943,0.990879,3.92785,109.272598,6.333,20.525429,0.376,9.777491,3.484932,1.324943,1.619567,614.042269,2809.106125,6.137319,21.157838,6.170169,7.848253,259.679273,101.174308,13914.405689,42023.995929,3.601376,327.383623,1069.269132,0.301026,1.341918,34.4622,18.776044,106.866312,1.419829,8.024878,0.3845,115.672356,51.653495,3.508978,3.64,3.858823,62.954375,3.75,12.48345,158.089193,8.762585,29.609136,31.581308,6.676612,4.06411,3.6725,9.9875
2018-04-29,0.824267,0.725964,66.595303,1.319032,1.282376,1.32335,0.987502,3.9195,109.05416,6.332863,20.529509,0.376,9.823199,3.457377,1.32335,1.612126,606.170044,2806.700105,6.1395,20.989,6.143038,7.846483,257.720715,101.050003,13890.51896,42025.03801,3.589,327.375,1066.730299,0.30105,1.3393,34.5,18.622992,107.05195,1.412344,7.962215,0.3845,115.599995,51.645,3.47062,3.64,3.845299,61.970101,3.75,12.330454,157.869999,8.675033,29.610995,31.524983,6.775,4.0432,3.6725,9.9875
2018-04-28,0.824361,0.725914,66.597814,1.31905,1.28275,1.323411,0.987494,3.919736,109.043633,6.332202,20.529585,0.376,9.823191,3.457589,1.323411,1.612309,606.170044,2806.701102,6.1395,20.989956,6.142799,7.84664,257.748574,101.050003,13890.676639,42025.353966,3.588994,327.375,1066.954773,0.30105,1.3393,34.49974,18.615152,107.055986,1.412029,7.961114,0.3845,115.597146,51.648507,3.470601,3.64,3.844563,61.969783,3.75,12.326702,157.873602,8.666634,29.610999,31.524988,6.775,4.0432,3.6725,9.9875
2018-04-27,0.825773,0.725478,66.633288,1.321544,1.286094,1.32456,0.988268,3.920635,109.130977,6.33342,20.635402,0.376,9.823282,3.469145,1.32456,1.615071,607.358166,2810.020558,6.133676,21.038831,6.152712,7.8485,258.361762,101.259453,13868.326488,42026.735524,3.589078,327.556505,1068.19962,0.301118,1.337484,34.516265,18.671648,107.113011,1.414394,7.971853,0.3845,115.726417,51.663593,3.482292,3.64,3.850752,62.044349,3.75,12.371249,157.873526,8.678037,29.562884,31.542858,6.766366,4.052508,3.6725,9.9875
2018-04-26,0.825781,0.71809,66.893788,1.323328,1.286885,1.327412,0.988266,3.917879,109.290217,6.337311,20.543524,0.376,9.813014,3.499189,1.327412,1.615087,604.530627,2818.999747,6.130443,21.047531,6.151427,7.846495,258.429911,101.415589,13877.330125,42028.077266,3.585709,328.399217,1079.081446,0.300766,1.339354,34.221158,18.879113,107.531764,1.415598,7.99787,0.3845,115.864727,52.014975,3.492026,3.64,3.848589,62.759546,3.75,12.448649,157.920807,8.664252,29.686617,31.639103,6.78202,4.074877,3.6725,9.9875
2018-04-25,0.821253,0.717244,66.988713,1.322983,1.287098,1.329254,0.982894,3.913501,109.355477,6.326006,20.259889,0.376,9.785975,3.510188,1.329254,1.606232,603.670576,2822.674154,6.092487,20.906167,6.118755,7.846857,257.243795,100.990709,13906.297402,42024.338703,3.5902,325.989416,1083.590376,0.301295,1.337495,34.199425,19.022455,107.684356,1.416018,7.973521,0.3845,115.599456,52.276364,3.477189,3.64,3.817,62.357536,3.75,12.467991,157.700545,8.561514,29.740933,31.576952,6.779236,4.098973,3.6725,9.9875
2018-04-24,0.818004,0.715735,66.397778,1.316395,1.28231,1.322979,0.980505,3.907456,109.053892,6.306137,20.256932,0.376,9.75602,3.467808,1.322979,1.599876,599.604539,2777.336501,6.06953,20.823178,6.092775,7.846821,255.745025,100.6669,13879.610823,42026.355624,3.564284,326.20502,1075.493588,0.301553,1.336864,34.260929,18.793072,106.734429,1.40614,7.904149,0.3845,115.711407,52.313812,3.441909,3.64,3.805755,61.477696,3.75,12.336587,157.053243,8.516409,29.583531,31.457239,6.782381,4.087596,3.6725,9.9875
2018-04-23,0.818738,0.716762,66.517946,1.313626,1.28459,1.324618,0.977812,3.907961,108.626539,6.317006,20.235443,0.376,9.683065,3.446183,1.324618,1.601313,602.150824,2803.33162,6.071082,20.826682,6.097959,7.84319,255.825067,100.887992,13926.797362,42025.124891,3.546144,327.885415,1078.442428,0.300303,1.324974,34.081556,18.896299,106.927597,1.397754,7.881647,0.3845,115.857203,52.393877,3.43907,3.64,3.813685,61.910245,3.75,12.320218,156.821162,8.50257,29.596289,31.541476,6.781446,4.110005,3.6725,9.9875
2018-04-22,0.813974,0.71417,66.224754,1.304098,1.276484,1.315,0.97464,3.8975,107.661368,6.294901,20.179547,0.376,9.6154,3.411461,1.315,1.591994,596.334961,2759.520582,6.0316,20.631099,6.06093,7.843202,252.802491,100.299904,13880.502443,42025.002298,3.529452,326.434998,1070.102009,0.301097,1.3274,33.950001,18.534336,106.456293,1.3876,7.8239,0.3845,115.59997,52.155043,3.396775,3.64,3.794152,61.401486,3.75,12.063129,156.350006,8.446348,29.498861,31.344793,6.7705,4.077587,3.6725,9.9875
2018-04-21,0.813368,0.714337,66.246994,1.303815,1.276853,1.315371,0.97464,3.897499,107.662427,6.2949,20.190499,0.376,9.6154,3.413701,1.315371,1.590809,596.334961,2758.80019,6.0316,20.630332,6.060924,7.844082,252.868745,100.300003,13880.501955,42025.001839,3.5439,326.434998,1070.102009,0.30025,1.3274,33.950001,18.53072,106.492043,1.387597,7.823269,0.3845,115.599975,52.155034,3.397088,3.64,3.794188,61.386204,3.75,12.077906,156.349998,8.44623,29.467003,31.344835,6.7705,4.0768,3.6725,9.9875
2018-04-20,0.813987,0.712644,66.183485,1.303528,1.274299,1.3155,0.974121,3.898155,107.597604,6.29662,20.190785,0.376,9.615735,3.413799,1.3155,1.59202,595.884751,2756.74781,6.033625,20.641402,6.062234,7.844708,252.833655,100.310089,13897.114074,42024.729788,3.529557,326.424353,1071.805564,0.300182,1.327638,33.953191,18.617907,106.389953,1.386892,7.821663,0.3845,115.433898,52.168531,3.395006,3.64,3.792123,61.331653,3.75,12.089879,156.348796,8.444223,29.501321,31.34358,6.760806,4.062592,3.6725,9.9875
2018-04-19,0.810616,0.704691,66.058285,1.290407,1.263777,1.310419,0.971437,3.88825,107.434391,6.279054,20.164812,0.376,9.587477,3.403992,1.310419,1.585428,595.014068,2724.441043,6.009398,20.542008,6.037298,7.84857,251.552763,99.951066,13836.591568,42022.299486,3.520877,325.478803,1066.540533,0.30065,1.327282,33.848299,18.34186,106.188692,1.373936,7.790249,0.3845,115.608781,52.115196,3.379725,3.64,3.775519,60.922701,3.75,11.985184,156.151322,8.40881,29.398999,31.231852,6.768218,4.047921,3.6725,9.9875
2018-04-18,0.807723,0.702845,65.724081,1.284743,1.263584,1.310066,0.966949,3.887157,107.254538,6.274244,20.14846,0.376,9.614808,3.384909,1.310066,1.579768,594.605816,2706.660849,5.98793,20.447278,6.016127,7.849868,250.565945,99.597036,13767.124879,42024.149481,3.512016,328.024794,1065.133673,0.29984,1.326792,33.848699,18.034757,105.651461,1.365006,7.752844,0.3845,115.604742,52.091912,3.363736,3.64,3.759336,61.140868,3.75,11.937366,156.399994,8.390641,29.322026,31.19884,6.77279,4.027996,3.6725,9.9875
2018-04-17,0.810166,0.69953,65.671174,1.28743,1.254978,1.310977,0.966641,3.890342,107.096269,6.28176,20.172997,0.376,9.60612,3.402786,1.310977,1.584547,596.596026,2727.370237,6.008248,20.482754,6.033631,7.849925,251.195172,98.991019,13771.595414,42023.423476,3.517203,328.598038,1066.578148,0.30057,1.329734,34.009369,17.974447,105.566412,1.363157,7.779757,0.3845,115.718933,52.185685,3.372192,3.64,3.763053,61.514274,3.75,11.984007,156.398687,8.420623,29.399856,31.216585,6.654047,4.097973,3.6725,9.9875
2018-04-16,0.808336,0.697887,65.471447,1.285962,1.258119,1.311717,0.959673,3.887144,107.264467,6.276392,20.222453,0.376,9.634978,3.428653,1.311717,1.580968,596.713933,2732.482754,5.994867,20.419992,6.020505,7.849942,250.755516,98.930504,13778.65784,42026.692639,3.530782,329.29655,1072.322901,0.299685,1.328077,34.060884,18.031651,105.245352,1.35865,7.784897,0.3845,115.164232,52.033505,3.359724,3.64,3.753431,62.239049,3.75,12.067488,155.951807,8.430291,29.370154,31.200916,6.764843,4.11047,3.6725,9.9875
2018-04-15,0.810615,0.702383,65.268144,1.287419,1.260252,1.312308,0.962318,3.880989,107.324955,6.27124,20.193901,0.376,9.6246,3.422292,1.312308,1.585426,595.900152,2711.105773,6.0226,20.511792,6.038287,7.848773,253.069505,98.753264,13756.067291,42015.920425,3.518919,327.033759,1070.717255,0.300658,1.326591,34.016812,18.113523,104.918542,1.3589,7.775264,0.3845,115.854827,52.026816,3.381397,3.64,3.781792,62.110578,3.75,12.093955,155.674815,8.488407,29.352552,31.214064,6.652792,4.099968,3.6725,9.9875
2018-04-14,0.810654,0.702378,65.267122,1.287467,1.260383,1.312244,0.962343,3.880934,107.327514,6.271599,20.189813,0.376,9.624603,3.421616,1.312244,1.585501,595.926313,2710.538203,6.0226,20.511028,6.038239,7.848822,252.990412,98.75,13756.009743,42015.532693,3.518824,327.034723,1070.696533,0.30062,1.326569,34.016357,18.105251,104.916899,1.358892,7.775239,0.3845,115.852216,52.026076,3.360694,3.64,3.781751,62.109545,3.75,12.091059,155.673881,8.486573,29.352184,31.214816,6.652708,4.099871,3.6725,9.9875
2018-04-13,0.811501,0.701425,65.268636,1.287492,1.260635,1.312104,0.962989,3.876822,107.522228,6.274635,20.212733,0.376,9.624736,3.409221,1.312104,1.587157,595.674296,2712.685456,6.020658,20.53624,6.043339,7.84962,252.224961,98.838104,13761.505677,42027.987291,3.52253,326.894795,1071.268979,0.300181,1.327204,34.00193,18.08516,104.919332,1.360597,7.763812,0.3845,115.604629,51.95662,3.381762,3.64,3.782703,61.931351,3.75,12.088094,155.681032,8.447675,29.334704,31.171061,6.655924,4.09099,3.6725,9.9875
